restaurant_name,name,rating,review,items_ordered,purchase_date,user_since
ShandyPratama,5.0,"tak perlu kata kata, yang penting enaknya nyata",Mie Gacoan lv 8 - Udang Rambutan,2 April 2023,Gojek user since 5 August 2021
C*****,4.0,tambah counter biar lebih cepat,Mie Setan LV 2 - Mie Iblis Lv 1 - Siomay Ayam - Lumpia Udang,26 June 2021,Gojek user since 4 August 2019
R****,4.0,tambah sayur seperri selada lebih enak :),Mie Iblis Lv 1 - Mie Iblis Lv 3 - Siomay Ayam,4 August 2021,Gojek user since 28 October 2015
D*** H******,5.0,tambahin lagi porsinya,Mie Suit,11 May 2023,Gojek user since 19 December 2019
septharina liandy,5.0,tambahin porsinya dong chef,Mie Iblis lv 8 - Mie Iblis lv 1 - Mie Iblis lv 0 - Pangsit,26 July 2022,Gojek user since 23 October 2015
S********* L*****,5.0,tambahin porsinya dong chef..mksii,Mie Iblis lv 0 - Mie Iblis lv 1 - Mie Iblis lv 8 - Mie Iblis lv 4 - Siomay - Lumpia Udang,10 February 2022,Gojek user since 23 October 2015
M*******,5.0,tambahin sedikit lagi porsi mienya.. favorit banget dimsumnya,Udang Rambutan - Mie Iblis Lv 3 - Udang Keju - Mie Iblis Lv 0 - Siomay Ayam - Pangsit Goreng,2 July 2021,Gojek user since 24 June 2017
Gabriel,5.0,tambahin sedikit ya porsinya 😊😊,Udang Keju - Mie Gacoan lv 2 - Udang Rambutan,6 December 2023,Gojek user since 9 December 2021
Dian mayello,3.0,tampilannya tidak rapi dan menarik swperti layaknya mie gacoan lainnya,MIE GACOAN - MIE GACOAN - UDANG KEJU,6 January 2026,Gojek user since 16 October 2019
M******* I**,5.0,tapi antrinya lama,Mie Iblis Lv 3 - Mie Setan LV 3 - Milo,20 June 2021,Gojek user since 20 February 2017
N*** A* K*****,5.0,tapi gaada sumpitnya :),Udang Keju - Mie Gacoan lv 2 - Lemon Tea,12 November 2023,Gojek user since 14 August 2019
asya,5.0,tapi kali ini ga dikasih sumpit lupa kali pegawainya tapi it's okay karna enak:)),Mie Gacoan lv 1 - Siomay - Teh,28 April 2023,Gojek user since 10 February 2021
S***,5.0,"tapi koq ga ada kecapnya, biasa ada",Mie Setan lv 3 - Pangsit,28 August 2022,Gojek user since 6 April 2017
Fajrin Kartika Setia Aji,5.0,tapi tidak di kasih alat makannya 🤭🤭,Mie Iblis lv 1 - Siomay - Udang Rambutan,26 October 2022,Gojek user since 26 November 2019
evi rahmawati,4.0,tdk ditulis levelnya,Mie Gacoan lv 4 - Mie Gacoan lv 6 - Udang Keju - Udang Rambutan - Siomay,10 April 2024,Gojek user since 22 December 2021
R*******,1.0,tekstur mie nya agak lembek,Mie Gacoan lv 4 - Udang Keju - Lumpia Udang - Thai Green Tea,14 May 2023,Gojek user since 13 February 2019
S*** A*****,5.0,tekstur mie nya sekarang agak beda ya,Mie Angel - Mie Setan lv 1 - Mie Iblis lv 3,24 July 2022,Gojek user since 20 October 2019
Misa,5.0,telat datengnya soalnya rame jadi kelaperan,Mie Hompimpa lv 3 - Udang Keju - Mie Gacoan lv 0,28 October 2023,Gojek user since 29 May 2021
R**************,1.0,teliti lagi ya kak pesennya mie 3 kok datengnya cuma 2 hedeh,Udang Keju - Mie Setan LV 2 - Mie Iblis Lv 0 - Lumpia Udang,5 October 2021,Gojek user since 10 May 2019
I***,2.0,tempatnya makananya masih sterofom pake kertas minyak tidak gnti2 dlu. mie nya bnyak minyak kertasnya kalah sama saos nya wadah plastik tumpah.,,31 December 2020,Gojek user since 14 June 2017
deeda amaliya hidayati,3.0,tempatnya stero foam bahaya,Mie Gacoan lv 0 - Mie Gacoan lv 6 - Mie Gacoan lv 3 - Siomay - Udang Keju,11 February 2023,Gojek user since 21 September 2016
aditya kresna bhakti,5.0,tepat waktu dan rasanya pas,MIE GACOAN LV 2 - LUMPIA UDANG - UDANG KEJU,18 January 2025,Gojek user since 23 February 2024
A****** A** P******,4.0,terang bulannya terlalu manis padahal sudah pesen tanpa gula dan susu sedikit saja,Mie Iblis Lv 3 - Udang Keju - Es Genderuwo - Lumpia Udang - Mie Setan LV 4 - Thai Tea Ori,28 October 2020,Gojek user since 4 March 2017
Doni Anggara,5.0,terbaeeeek lah 😋,SIOMAY AYAM - UDANG KEJU - TEA TARIK ICE - NP - LUMPIA UDANG - MIE GACOAN - MIE GACOAN LV 3 - AIR MINERAL BOTOL,5 February 2025,Gojek user since 13 March 2024
Moh rizky ramadan kaida,5.0,"terbaik ,smagatya pak 🙏🏼🙏🏼",MIE GACOAN LEVEL 4 - UDANG RAMBUTAN,19 July 2025,Gojek user since 28 June 2024
I** R********,5.0,terim kasih atas makanan nya,Mie Iblis lv 3 - Udang Keju,7 June 2022,Gojek user since 3 January 2016
N***,5.0,terima kasih banyak ya,Udang Rambutan - Lumpia Udang - Pangsit Goreng - Lemon Tea - Udang Keju - Mie Setan LV 4,10 October 2021,Gojek user since 28 August 2015
dinda,5.0,terima kasih banyakkk :),Mie Iblis lv 1 - Udang Rambutan - Udang Keju - Siomay,13 July 2022,Gojek user since 31 August 2018
Failin Fahmi,5.0,"terima kasih bapak, sehat selalu",Siomay - Udang Rambutan - Lumpia Udang - Udang Keju,9 February 2022,Gojek user since 24 June 2018
kasmiyati,5.0,terima kasih enak makanannya,Mie Iblis lv 0 - Mie Iblis lv 1,13 March 2022,Gojek user since 23 November 2021
Fuad Al hasni,4.0,terima kasih makanannya enak sekali,MIE GACOAN LV 6 - UDANG KEJU,8 April 2025,Gojek user since 23 October 2024
D***,5.0,terima kasih masih ada potongannya,Udang Keju - Mie Iblis Lv 2 - Lumpia Udang - Es Genderuwo - Mie Iblis Lv 1 - Mie Iblis Lv 0,15 September 2021,Gojek user since 13 May 2019
R****,5.0,terima kasih mienya enak mantul,Mie Iblis Lv 3 - Udang Rambutan - Lumpia Udang - Mie Iblis Lv 1,13 September 2021,Gojek user since 8 January 2017
F***** N**** S******,5.0,terima kasih pak,Udang Keju - Mie Gacoan lv 2 - Mie Gacoan lv 4 - Mie Gacoan lv 1,21 May 2023,Gojek user since 12 June 2019
arda,5.0,terima kasih pak,Mie Iblis lv 0,13 October 2022,Gojek user since 23 July 2019
Alina dhea,5.0,"terima kasih pak, maaf agak sedikit membingungkan 🙏",Mie Iblis lv 1 - Udang Rambutan,15 August 2022,Gojek user since 30 August 2021
aisyah,5.0,terima kasih pelayanannya,Mie Iblis lv 0 - Udang Keju - Siomay - Thai Green Tea,5 August 2022,Gojek user since 22 September 2017
Reyhan oi,5.0,terima kasih semoga di panjang umur dan di beri rezeki yang berlimpah,Mie Hompimpa lv 1,1 March 2024,Gojek user since 28 December 2022
mirza maghrobi zainoktah,5.0,terima kasih semoga sehat selalu,Udang Keju - Udang Rambutan - Genderuwo,19 April 2022,Gojek user since 29 April 2021
N****** R*********,5.0,terima kasih sudah diantar makanannya,Mie Gacoan lv 1 - Udang Keju,14 June 2024,Gojek user since 24 September 2021
Via,5.0,terima kasih ❤️,Mie Iblis lv 0 - Mie Iblis lv 1 - Siomay - Udang Keju,1 October 2022,Gojek user since 2 June 2017
Erni Octania,5.0,terima kasih 😊🙏🏻,Mie Iblis lv 3 - Mie Setan lv 1 - Mie Angel - Mie Setan lv 4 - Siomay - Udang Rambutan,25 September 2022,Gojek user since 21 August 2015
Athiyah,5.0,"terima kasih, enak",Mie Iblis lv 0 - Mie Iblis lv 6 - Siomay - Udang Keju,16 June 2022,Gojek user since 10 June 2018
widya,5.0,terima kasihhhhh,Mega Diskon Paket Gacoan B - Lumpia Udang - Siomay,10 September 2023,Gojek user since 30 December 2016
N****,5.0,terimakasih #GOJEKTERUS,Mie Iblis Lv 1 - Siomay Ayam,28 May 2021,Gojek user since 27 January 2020
Erina Dwi Brilianti,5.0,terimakasih atas makanan nya...,Mie Iblis lv 3 - Mie Iblis lv 2 - Udang Rambutan - Udang Keju,2 February 2022,Gojek user since 22 December 2018
A****** R********,4.0,terimakasih banyak,Thai Green Tea - Thai Tea Ori - Mie Iblis Lv 3 - Mie Iblis Lv 4,7 December 2020,Gojek user since 25 November 2017
L**** N**** I******,5.0,terimakasih banyak,Mie Iblis lv 1 - Udang Keju - Udang Rambutan,20 December 2022,Gojek user since 27 August 2020
S***** A******,5.0,terimakasih banyak makananya,Mie Iblis Lv 3 - Mie Iblis Lv 2 - Mie Setan LV 1 - Udang Rambutan - Udang Keju,15 May 2021,Gojek user since 24 March 2020
richa apriantina hardiyanto,5.0,terimakasih cfef,Udang Keju - Mie Setan lv 1 - Udang Rambutan,2 June 2022,Gojek user since 8 May 2019
muhammad qurdhi ardhiansyah,5.0,terimakasih chef,Mie Iblis lv 8 - Lumpia Udang - Udang Keju - Udang Rambutan,16 November 2022,Gojek user since 11 August 2020
O** S**,5.0,terimakasih enak n nikmat lezat,Mie Iblis lv 1 - Siomay - Udang Rambutan - Udang Keju - Mie Iblis lv 0,3 November 2022,Gojek user since 24 November 2017
Siti Zulaikha,5.0,terimakasih mie favorit,Mie Angel - Mie Setan lv 1 - Udang Rambutan,22 April 2022,Gojek user since 29 November 2020
Ega Wahyuni Kemalasari,5.0,terimakasih mie terfavvv 💕,Mie Angel - Udang Keju - Udang Rambutan - Orange - Mie Iblis lv 2,22 January 2023,Gojek user since 7 August 2017
Angger Bagus Manggala,5.0,terimakasih okeh,Mie Iblis lv 0 - Siomay - Udang Keju - Air Mineral,19 November 2022,Gojek user since 30 October 2018
Kiki Nur Aini,5.0,terimakasih pak,Udang Rambutan - Mie Angel - Mie Setan lv 4,19 February 2022,Gojek user since 19 February 2022
ani setia putri,5.0,terimakasih pak dan aplikasinya yaa,GACOAN COMBAT NP A,25 October 2024,Gojek user since 14 February 2017
F**** R********,5.0,terimakasih pak sopir,Mie Setan LV 1 - Mie Angel Super - Es Coklat,30 September 2021,Gojek user since 30 April 2019
wantini,5.0,terimakasih pak 🙏,Mie Gacoan lv 4 - Udang Rambutan - Udang Keju - Mie Gacoan lv 1 - Lumpia Udang,13 August 2023,Gojek user since 15 September 2020
Riska Romaita,4.0,terimakasih pesananq sudah sya terima dengan baik.kurir baik dan ramah,Mie Suit,2 April 2024,Gojek user since 22 May 2023
Handi Tri Prasetio,5.0,terimakasih rasa nya enk,Udang Keju - Mie Iblis lv 4 - Mie Iblis lv 3 - Udang Rambutan,3 August 2022,Gojek user since 15 September 2021
R*** A****,5.0,terimakasih sangat endul makuliti enakz,Mie Iblis lv 2 - Mie Iblis lv 1 - Thai Green Tea,5 June 2022,Gojek user since 1 April 2021
salma,5.0,terimakasih sangat sesap,MIE GACOAN LV 1 - MIE GACOAN - UDANG KEJU - LUMPIA UDANG - ES GOBAK SODOR,23 November 2024,Gojek user since 1 January 2024
SITI CHOTIJAH,5.0,terimakasih sudah memberi pelayanan dgn baik.. terutama kurir nya sangat sopan,GACOAN COMBAT NP D,28 November 2024,Gojek user since 22 April 2024
Ach Basori,5.0,terimakasih untuk driver yang sudah rela menunggu pesanan berlama lama😁 semoga selalu dalam lindungan allah dan selalu dilancarkan rejekinya ya pak,Mie Gacoan lv 2 - Udang Keju - Thai Green Tea,14 April 2023,Gojek user since 7 December 2021
alfhaisyah azka,5.0,terimakasih ya cheff enak sekali . pertahanan kualitas rasa nya🥰🥰,Mie Iblis lv 0 - Mie Iblis lv 2,4 December 2022,Gojek user since 30 October 2022
laras,5.0,terimakasiiii yaaa,MIE GACOAN LV 2 - MIE HOMPIMPA LV 2,12 September 2024,Gojek user since 12 June 2021
R**** N*,3.0,"terlalu asin maaf ya kak, di sterofoamnya banyak bekas bumbu. padahal tidak tumpah. untuk porsinya pas.",Udang Rambutan - Mie Angel,2 June 2022,Gojek user since 13 January 2018
Geven Wijaya,3.0,terlalu banyak kecap,MIE GACOAN LV 2 - MIE GACOAN LV 4 - UDANG KEJU,6 October 2024,Gojek user since 3 October 2024
Yusuf Prasetyo,4.0,terlalu banyak minyak,Mie Iblis lv 1 - Mie Setan lv 1 - Udang Rambutan,4 August 2022,Gojek user since 27 April 2017
A***,4.0,terlalu banyak minyak,Mie Iblis lv 0-2,16 April 2020,Gojek user since 23 May 2019
C****** A*****,3.0,terlalu banyak minyak,Mie Iblis Lv 3 - Mie Iblis Lv 4,3 October 2020,Gojek user since 23 March 2020
H******,5.0,terlalu banyak minyak,Mie Iblis Lv 3 - Mie Iblis Lv 1 - Mie Setan LV 3,22 September 2021,Gojek user since 26 August 2016
R******* I**** A****,4.0,terlalu banyak minyak,Mie Iblis Lv 2,6 August 2021,Gojek user since 23 September 2015
D*** A***,4.0,terlalu banyak minyak,Mie Setan LV 3 - Mie Setan LV 1 - Udang Rambutan - Mie Iblis Lv 4,28 December 2020,Gojek user since 16 October 2015
Ananda Riverand,3.0,terlalu berminyak,Mie Gacoan lv 1 - Udang Keju - Mie Gacoan lv 2,18 May 2024,Gojek user since 20 April 2024
A*******,3.0,terlalu berminyak dan agak keasinan untuk aku sih,Mie Iblis lv 4 - Udang Keju - Mie Setan lv 2,9 November 2021,Gojek user since 16 April 2017
I**** P,4.0,terlalu berminyak mie nyaa :(,Mie Iblis lv 1 - Udang Keju,5 December 2021,Gojek user since 27 September 2016
U***,1.0,terlalu bnyak kecap,Mie Iblis Lv 6 - Mie Iblis Lv 1 - Es Coklat - Thai Tea Ori - Mie Angel Super,29 June 2021,Gojek user since 11 June 2019
O****,3.0,terlalu bnyk minyak,Udang Keju - Mie Angel,18 March 2022,Gojek user since 30 December 2019
Daffa,2.0,terlalu kering & kecapnya kurang jadi agak pucet,MIE GACOAN LV 3 - MIE GACOAN,20 February 2025,Gojek user since 25 December 2024
F******,1.0,terlalu lama TDK bisa mengatasi antrian yg terlalu panjang,Mie Iblis Lv 1 - Siomay Ayam - Orange - Ceker Ayam,19 September 2021,Gojek user since 9 August 2019
R**** S*******,2.0,"terlalu lama boskuuu, bcs kasian drivernya",Mie Iblis Lv 3 - Mie Iblis Lv 1,15 May 2021,Gojek user since 28 January 2017
Moch Ely Sadikin,1.0,terlalu lama masakannya smpai gk pengen lagi yg mkn,Mie Hompimpa lv 1 - Mie Suit,5 July 2023,Gojek user since 11 February 2022
A****,1.0,terlalu lama melayani customer nya,Mie Angel Super,23 May 2021,Gojek user since 8 December 2020
I***,1.0,terlalu lama menunggu,Mie Iblis Lv 1 - Lumpia Udang - Udang Keju - Mie Iblis Lv 2,3 June 2021,Gojek user since 5 January 2019
L***** S******,2.0,terlalu lama menunggu nya,Mie Iblis Lv 3 - Mie Angel Super,6 November 2020,Gojek user since 29 June 2017
A****,2.0,terlalu lama menunggu.....,Udang Rambutan - Mie Setan LV 3 - Mie Setan LV 2 - Es Genderuwo - Mie Angel Super,31 May 2021,Gojek user since 25 February 2018
Ifahh,2.0,"terlalu lama pelayanannya,mie nya tambah dikit 😏",Mie Gacoan lv 4 - Mie Gacoan lv 0 - Mie Gacoan lv 1 - Mie Gacoan lv 2,9 June 2023,Gojek user since 9 March 2018
B******** 8*,2.0,terlalu lama penyajianx,Mie Angel Super - Orange,24 April 2021,Gojek user since 25 March 2020
fenny,2.0,terlalu lama proses memasak nya dan hampir 1jam sampe drumah..,Mie Iblis lv 6 - Mie Iblis lv 0 - Udang Keju,11 June 2022,Gojek user since 5 June 2017
R**** D*****,5.0,terlalu lama sen nunggu gonta ganti driver dari jam 3 juga sampek jam 5 😭,Udang Rambutan - Mie Iblis Lv 3,30 June 2021,Gojek user since 18 May 2017
selo,3.0,terlalu lembek mienya.. padahal jarak dr rumah sm resto deket. tp kalo beli selalu dateng mie lembek.,MIE GACOAN - UDANG KEJU - SIOMAY - MIE GACOAN,4 January 2026,Gojek user since 22 November 2015
Maila Tul Jannah,5.0,terlalu mandi minyak mienya gak kayak dulu,Mie Gacoan lv 4 - Mie Gacoan lv 0 - Udang Rambutan,29 May 2023,Gojek user since 29 August 2019
P***,3.0,"terlalu manis ,kebanyakan kecap",MIE GACOAN LV 2 - UDANG RAMBUTAN,24 August 2024,Gojek user since 2 February 2024
Wahyuning,5.0,terlalu manis mie nya ... level 6 nya kek level 4,Udang Rambutan - Mie Gacoan lv 6,1 March 2024,Gojek user since 14 September 2022
F***** A************,4.0,"terlalu matang, jadi tekstur agak lembek",Udang Keju - Mie Iblis lv 1 - Mie Iblis lv 4,11 July 2022,Gojek user since 16 October 2019
Mbak uus,5.0,terlalu nyaman makasih,Mie Setan lv 1 - Mie Iblis lv 0 - Mie Iblis lv 6 - Mie Iblis lv 3 - Udang Rambutan,28 July 2022,Gojek user since 22 May 2022
Aliya Putri Shafira,4.0,ternyata aku salah milih level mie ibliss😭😭 tp gapapa udah aku makann dan enak!! buat udang keju nya aku makan buat sarapan besokk hehehe makasii,Mie Iblis lv 2 - Udang Keju,30 January 2023,Gojek user since 26 November 2017
Moh hilal,5.0,tetap dengan kwalitas nya hehe.mantap pokoke,Mie Iblis lv 1 - Mie Iblis lv 2 - Udang Rambutan,21 October 2022,Gojek user since 20 December 2019
A*********,3.0,tetap jaga kualitas,Mie Iblis Lv 3 - Mie Iblis Lv 4 - Udang Rambutan,3 January 2021,Gojek user since 10 June 2019
Dinda klarista,4.0,tetap pertahankan rasanya ya🙂,Mie Iblis lv 3 - Mie Iblis lv 4 - Mie Iblis lv 0 - Udang Keju - Udang Rambutan,14 May 2022,Gojek user since 23 April 2021
D*****,5.0,tetep yg juaraa. lovee it,Mie Iblis lv 0-2 - Lumpia Udang - Paket B,25 June 2020,Gojek user since 6 September 2015
Afim,5.0,thank you bang sehat selalu,MIE GACOAN LEVEL 2 - MIE GACOAN LEVEL 1 - TEA - ICED,22 September 2025,Gojek user since 7 October 2021
Zakaria Anshori,5.0,thank you lumayan,Mie Gacoan lv 1 - Mie Gacoan lv 2 - Udang Keju - Teh - Udang Rambutan - Es Petak Umpet,17 October 2023,Gojek user since 6 December 2017
suzan,5.0,"thanks chef, enak banget",Mie Gacoan lv 2 - Mie Gacoan lv 3 - Udang Rambutan - Mie Suit - Mie Hompimpa lv 3,10 June 2024,Gojek user since 1 October 2019
K****,5.0,"thanks chef, makanan enak, bersih n sehat",Mie Suit - Mie Hompimpa lv 2,2 February 2023,Gojek user since 22 October 2015
M*****,5.0,thanks chef.. bener bener enak banget mie nya,Mie Iblis lv 3,31 October 2021,Gojek user since 3 January 2020
A**** H*****,5.0,thanks dah bikin malam ini kepedesan yg Nikmat,Mie Iblis Lv 3 - Udang Rambutan - Udang Keju,2 July 2021,Gojek user since 19 June 2021
E*** S******,5.0,"thanks rasanya wenak,cuman kadang yang bikin gaenak sumpitnya banyak sari kayu yang keluar",Mie Gacoan lv 2 - Lumpia Udang,2 April 2023,Gojek user since 1 May 2021
D***,5.0,"thanks uda langganan yg cabang genteng, suka banget anak saya.",Mie Gacoan lv 1 - Udang Rambutan - Udang Keju,8 November 2023,Gojek user since 3 July 2019
R***** H***********,5.0,thanksss pokoknya semoga slalu konsisten dengan racikannya,Udang Keju - Teh Tarik - Mie Gacoan lv 2,15 May 2024,Gojek user since 25 February 2021
Bagus Tri Himawan,5.0,thankyu...mantap..siipp..,Siomay - Mie Setan lv 3,6 January 2023,Gojek user since 15 December 2018
M*** Y*,5.0,the best lah pkok e pangsit goreng nya,Mie Iblis Lv 4 - Pangsit Goreng,9 July 2020,Gojek user since 17 May 2020
Rosyid,4.0,"the best pokok nya, cuma saran aja yg masak tolong diratakan bumbu/cabe nya🤣awal nya gak pedes, 3 suapan terakhir pedes nya minta ampun krna cabe nya di bawah semua",MIE GACOAN LEVEL 1 - MIE GACOAN LEVEL 3 - PANGSIT GORENG - MIE GACOAN LEVEL 0,4 September 2025,Gojek user since 4 September 2025
D*** T** H******,5.0,the best pokoknya,Mie Setan lv 1 - Udang Rambutan - Pocong,26 December 2022,Gojek user since 21 June 2015
sandia,5.0,the best selalu langganan,MIE GACOAN LV 2 - MIE GACOAN LV 4 - LUMPIA UDANG - UDANG KEJU,27 January 2025,Gojek user since 3 September 2018
Novi,5.0,the best spicy noodles,Siomay - Mie Gacoan lv 2 - Mie Gacoan lv 1 - Udang Rambutan,8 January 2024,Gojek user since 28 July 2016
Zalina,5.0,thxyu enak bgt🥰,MIE GACOAN - MIE GACOAN - SIOMAY - UDANG RAMBUTAN - UDANG KEJU,1 January 2026,Gojek user since 27 April 2017
R********,5.0,tiada tanding untuk rasa . yuk pesan di gofood,Mie Iblis Lv 3 - Mie Iblis Lv 1 - Mie Angel Super,12 July 2021,Gojek user since 22 April 2017
Diah Roro,5.0,tiada tandingannya deh,MIE GACOAN - MIE GACOAN LV 3 - MIE GACOAN LV 6,1 April 2025,Gojek user since 25 April 2024
Cindy febrilia,4.0,"tiap kali beli yg level 0 masih selalu ada rasa pedasnya, apa krn alat yg buat bikin mie tercampur sm pedas. krn ini yg makan anak2 jdi kepedesan",Mie Gacoan lv 0 - Udang Keju,15 July 2023,Gojek user since 22 April 2020
T** W********,3.0,tidak ada beef nya gak kaya mie2 yg lain,Mie Iblis Lv 3 - Pangsit Goreng,12 November 2020,Gojek user since 25 November 2017
Revananda Devanavarro,1.0,tidak ada pangsit nya,UDANG KEJU - MIE GACOAN LV 3 - MIE GACOAN LV 2,9 November 2024,Gojek user since 26 January 2018
D***** N*******,4.0,tidak ada perbedaan beda level pada kemasa,Mie Iblis lv 1 - Mie Setan lv 1 - Lumpia Udang - Udang Keju - Mie Setan lv 8 - Mie Angel - Teh - Sundelbolong,8 March 2022,Gojek user since 24 October 2015
N****,1.0,tidak ada sedotannya ini padahal kemarin pesen ada kok..disayangkan..kecewa sekali.,Mie Iblis Lv 4 - Mie Iblis Lv 3 - Mie Setan LV 8 - Mie Angel Super - Thai Green Tea,24 June 2021,Gojek user since 23 October 2019
Didin zaenuri,1.0,tidak bisa dibatalkan,MIE GACOAN LV 3 - MIE GACOAN - UDANG RAMBUTAN,7 December 2024,Gojek user since 12 June 2019
J***,1.0,"tidak bisa menuruti selerah customer, sudah saya tulis untuk minumannya tidak pakai es masih tetap masih di kasih es malah esnya banyak banget 👿😈",Es Genderuwo - Mie Iblis Lv 0 - Mie Setan LV 3,29 May 2021,Gojek user since 6 October 2019
ishak,1.0,"tidak d kasih sumpit,,,di suruh pakai cakar kali ya makannya",Mie Gacoan lv 0 - Mie Gacoan lv 1 - Udang Rambutan,29 July 2023,Gojek user since 21 December 2021
M********,5.0,tidak di berikan alat makan :D,Mie Gacoan lv 3 - Mie Gacoan lv 1,1 December 2023,Gojek user since 31 August 2018
R*****,3.0,tidak di kasih sumpit,Ceker Ayam - Mie Iblis Lv 3 - Mie Iblis Lv 4 - Milo - Thai Green Tea - Udang Rambutan,13 January 2021,Gojek user since 5 February 2019
iyey,1.0,tidak enak sama sekali,MIE GACOAN LV 2 - MIE HOMPIMPA LV 3,25 August 2024,Gojek user since 18 August 2024
lina,3.0,tidak kayak pertama pembukaan,Mie Iblis lv 2 - Siomay,5 January 2023,Gojek user since 13 June 2018
Firoh,5.0,tidak pernah mengecewakan,LUMPIA UDANG - MIE GACOAN LV 1 - PANGSIT GORENG - UDANG KEJU - UDANG RAMBUTAN,7 October 2024,Gojek user since 19 August 2024
A***** W****,5.0,tidak pernah mengecewakan👍👍👍👍👍👍,Mie Iblis Lv 3 - Lumpia Udang - Thai Tea Ori,16 May 2021,Gojek user since 13 September 2017
I**,3.0,"tidak rapi, padahal dlu bli rapi bgt kemasannya, ini blepotan kemana² bumbu & mie nya 🙏🙏",Mie Iblis Lv 2 - Mie Iblis Lv 1 - Mie Iblis Lv 3,5 June 2021,Gojek user since 27 July 2017
D*** S******,2.0,"tidak sesuai apa yang saya pesan, kurang 1 hidangan yang tidak saya terima",Mie Iblis Lv 2 - Udang Keju - Mie Iblis Lv 1 - Lumpia Udang - Mie Iblis Lv 3,12 July 2021,Gojek user since 28 May 2021
S*****,1.0,tidak sesuai pesanan,Mie Hompimpa lv 1 - Mie Suit - Udang Keju - Siomay,10 May 2024,Gojek user since 14 November 2017
Elbryan c.a,1.0,"tidak sesuai pesanan, pesan sundel bolong sama gundoruwo datangnya mineral water SM lemon tea",Mie Angel - Sundelbolong - Pangsit - Milo,14 November 2022,Gojek user since 11 April 2021
F***,1.0,tidak sesuaiii pesanan teh panas dikasih dingin,Ice Tea - Siomay Ayam - Udang Keju,4 June 2021,Gojek user since 7 August 2019
Billah Bella,1.0,"tidak teliti, pesen level 8 malah dapet yang ga pakek cabe kecewa banget",Mie Iblis lv 8 - Udang Keju - Mie Setan lv 3 - Siomay - Udang Rambutan,3 June 2022,Gojek user since 8 March 2020
N**** L******,5.0,timaaci om chef,Pangsit - Mie Iblis lv 2 - Udang Rambutan - Mie Angel - Mie Iblis lv 1 - Lumpia Udang,25 April 2022,Gojek user since 18 August 2021
A*****,4.0,tingkat khan lagi kebersihan ya...,Mie Iblis Lv 3 - Pangsit Goreng,3 January 2021,Gojek user since 12 June 2017
Salman,5.0,tlng di lbhkn porsinya biar mantap,Mie Gacoan lv 0,6 April 2023,Gojek user since 1 June 2018
D***,4.0,tlong kemasan sausnya di perhatikan lagi biar gak tumpah ..,Siomay Ayam - Udang Rambutan - Udang Keju - Mie Iblis Lv 6,21 December 2020,Gojek user since 4 November 2018
I**,1.0,"tmpt streofom,saos tumpah d dimsum,rasa biasa aja maaf ya ini bs d jadikan acuan untuk LBH baik LG,,trus Trang sy kecewa",Udang Rambutan - Mie Iblis Lv 6 - Mie Iblis Lv 1,15 May 2021,Gojek user since 13 January 2016
D****,4.0,tolong dibungkusnya ditulis level berapa biar tidak tertukar,Mie Iblis lv 2 - Mie Iblis lv 3 - Mie Setan lv 2 - Tuyul - Mie Iblis lv 4,24 April 2022,Gojek user since 31 March 2021
E*****,4.0,"tolong diperhatikan takaran cabenya, masa pesen mie level sama jenis sama malah satu lbh pedes dr yg satunya",Udang Keju - Mie Iblis Lv 1 - Es Tuyul,18 May 2021,Gojek user since 23 October 2018
L****,4.0,"tolong diperhatikan ya mbak/mas, saya pesen level 2 bukan cabe 2! pelit banget cabe nya",Lumpia Udang - Teh Tarik - Mie Setan Super Lv 2,20 May 2020,Gojek user since 18 July 2017
Fauziyah Nabilah,5.0,tolong dong lumpia udang nya masukin k daftar menu gofood nya,Siomay - Udang Rambutan - Mie Hompimpa lv 4,30 April 2024,Gojek user since 28 January 2024
Y****** K*********,4.0,tolong jangan pakai sterofoam dong untuk kemasan makanan,Mie Angel Super - Udang Rambutan - Udang Keju - Lumpia Udang,17 December 2020,Gojek user since 1 August 2020
G********,3.0,tolong jangn pakai stereofoam ya. atau kl pakai stereofoam dilapisi plastik tahan Panas. kl kertas bumbu mie dikertas semua,Mie Angel Super,15 October 2020,Gojek user since 15 September 2018
D*** E*** A******,5.0,"tolong kalau ada pesanan lebih dibaca yang benar orderan saya salah semua, jadi g nikmat makannya",Siomay - Mie Iblis lv 4,8 December 2021,Gojek user since 8 November 2017
W**** P*******,5.0,tolong kasih nama malaikat Allah SWT..agar mienya berkah,Mie Angel Super - Mie Iblis Lv 3 - Es Genderuwo,2 August 2020,Gojek user since 11 June 2020
P**,5.0,tolong kemasan nya di perbaiki,Pangsit Goreng - Mie Iblis lv 0-2 - Mie Iblis Lv 4,8 July 2020,Gojek user since 25 January 2017
Novy,4.0,"tolong klo ngasi tanda jenis level bwt dus nya jgn d rusak y, pake bolpoin/spidol kn bsa.",Mie Angel - Mie Setan lv 8 - Mie Setan lv 4 - Milo - Pocong,7 August 2022,Gojek user since 8 March 2017
